DailyAvgDr,DailyAvgPr,DailyAvgRe,DailyAvgHo,LongLat_X,LongLat_Y,FireEvent,Year,Month,Day
52.33,0.01,98.9,0.92,-122.8102,38.5038,0,2010,1,1
48.65,0,95.12,3.9,-122.8102,38.5038,0,2010,1,2
41.05,0,96.71,1.22,-122.8102,38.5038,0,2010,1,3
43.59,0,96.48,1.93,-122.8102,38.5038,0,2010,1,4
43.04,0,96.88,0.95,-122.8102,38.5038,0,2010,1,5
43.91,0,98.11,1.07,-122.8102,38.5038,0,2010,1,6
45.1,0,99.41,1.18,-122.8102,38.5038,0,2010,1,7
46.14,0,97.19,1.72,-122.8102,38.5038,0,2010,1,8
45.92,0,98,0.72,-122.8102,38.5038,0,2010,1,9
45.79,0,97.92,1.15,-122.8102,38.5038,0,2010,1,10
46.99,0.01,95.29,2.25,-122.8102,38.5038,0,2010,1,11
53.78,0.04,98.31,9.03,-122.8102,38.5038,0,2010,1,12
51.02,0,89.46,3.54,-122.8102,38.5038,0,2010,1,13
42.27,0,94.14,1.65,-122.8102,38.5038,0,2010,1,14
44.12,0,96.53,1.8,-122.8102,38.5038,0,2010,1,15
47.17,0.01,97.23,0.77,-122.8102,38.5038,0,2010,1,16
50.8,0.02,97.58,6.85,-122.8102,38.5038,0,2010,1,17
51.67,0.03,87.51,13.39,-122.8102,38.5038,0,2010,1,18
49.31,0.07,90.08,12.92,-122.8102,38.5038,0,2010,1,19
47.89,0.08,89.34,12.51,-122.8102,38.5038,0,2010,1,20
43.96,0.06,95.83,5,-122.8102,38.5038,0,2010,1,21
41.56,0.01,95.27,1.63,-122.8102,38.5038,0,2010,1,22
45.01,0.01,93.85,2.11,-122.8102,38.5038,0,2010,1,23
44.37,0.01,95.61,2.13,-122.8102,38.5038,0,2010,1,24
49.36,0.07,96.65,4.88,-122.8102,38.5038,0,2010,1,25
49.36,0,97.68,1.82,-122.8102,38.5038,0,2010,1,26
47.87,0,96.48,1.64,-122.8102,38.5038,0,2010,1,27
45.62,0,97.51,0.91,-122.8102,38.5038,0,2010,1,28
46.84,0.01,96.36,3.53,-122.8102,38.5038,0,2010,1,29
47.1,0,94.7,1.39,-122.8102,38.5038,0,2010,1,30
44.49,0,96.39,2.8,-122.8102,38.5038,0,2010,1,31
49.36,0,91.69,1.41,-122.8102,38.5038,0,2010,2,1
46.79,0,95.43,1.34,-122.8102,38.5038,0,2010,2,2
49.45,0,90.35,1.43,-122.8102,38.5038,0,2010,2,3
49.96,0.05,93.83,7.6,-122.8102,38.5038,0,2010,2,4
50.33,0,92.62,2.9,-122.8102,38.5038,0,2010,2,5
49.73,0.05,91.83,5.7,-122.8102,38.5038,0,2010,2,6
42.16,0,91.77,1.04,-122.8102,38.5038,0,2010,2,7
41.82,0,95.45,1.39,-122.8102,38.5038,0,2010,2,8
45.23,0.01,92.89,3.49,-122.8102,38.5038,0,2010,2,9
40.26,0,95.35,1.28,-122.8102,38.5038,0,2010,2,10
48.89,0.01,92.43,3.15,-122.8102,38.5038,0,2010,2,11
52.82,0,94.57,2.62,-122.8102,38.5038,0,2010,2,12
48.64,0,95.5,1.76,-122.8102,38.5038,0,2010,2,13
48.97,0,92.96,1.85,-122.8102,38.5038,0,2010,2,14
50.44,0,95.48,0.98,-122.8102,38.5038,0,2010,2,15
50.72,0,91.46,1.1,-122.8102,38.5038,0,2010,2,16
49.72,0,91.7,1.05,-122.8102,38.5038,0,2010,2,17
46.19,0,96.34,2.11,-122.8102,38.5038,0,2010,2,18
49.49,0,89.21,2.29,-122.8102,38.5038,0,2010,2,19
46.48,0,90.86,2,-122.8102,38.5038,0,2010,2,20
48.28,0,89.62,1.38,-122.8102,38.5038,0,2010,2,21
43.99,0,90.37,2.84,-122.8102,38.5038,0,2010,2,22
47.26,0.08,95.98,4.3,-122.8102,38.5038,0,2010,2,23
51.6,0,93.75,2.77,-122.8102,38.5038,0,2010,2,24
48.88,0,93.53,2.4,-122.8102,38.5038,0,2010,2,25
52.25,0.02,91.69,7.89,-122.8102,38.5038,0,2010,2,26
48.48,0.01,90.59,2.92,-122.8102,38.5038,0,2010,2,27
43.92,0,93.9,1.66,-122.8102,38.5038,0,2010,2,28
51.48,0,87.83,3.46,-122.8102,38.5038,0,2010,3,1
52.38,0.02,87.25,7.92,-122.8102,38.5038,0,2010,3,2
45.17,0.03,93.12,4.4,-122.8102,38.5038,0,2010,3,3
42.78,0,87.74,1.24,-122.8102,38.5038,0,2010,3,4
41.6,0,89.87,2.36,-122.8102,38.5038,0,2010,3,5
52.9,0,71.6,4.04,-122.8102,38.5038,0,2010,3,6
51.54,0,76.4,3.88,-122.8102,38.5038,0,2010,3,7
46.79,0,74.31,7.88,-122.8102,38.5038,0,2010,3,8
44.3,0.01,75.41,5.66,-122.8102,38.5038,0,2010,3,9
45.98,0,72.12,5.08,-122.8102,38.5038,0,2010,3,10
40.33,0,88.76,1.08,-122.8102,38.5038,0,2010,3,11
49.28,0.03,93.18,6.07,-122.8102,38.5038,0,2010,3,12
43.24,0,78.89,4.53,-122.8102,38.5038,0,2010,3,13
49.1,0,72.48,2.24,-122.8102,38.5038,0,2010,3,14
46.73,0,85.29,2.16,-122.8102,38.5038,0,2010,3,15
53.59,0,78.43,3.39,-122.8102,38.5038,0,2010,3,16
56.38,0,75.88,3.92,-122.8102,38.5038,0,2010,3,17
51.48,0,74.44,4.17,-122.8102,38.5038,0,2010,3,18
56.86,0,53.2,6.16,-122.8102,38.5038,0,2010,3,19
49.21,0,82.81,2.77,-122.8102,38.5038,0,2010,3,20
48.29,0,94.06,2.51,-122.8102,38.5038,0,2010,3,21
50.32,0,80.69,3.61,-122.8102,38.5038,0,2010,3,22
53.65,0,75.52,5.44,-122.8102,38.5038,0,2010,3,23
51.04,0.01,85.36,5.57,-122.8102,38.5038,0,2010,3,24
47.49,0,89.18,3.59,-122.8102,38.5038,0,2010,3,25
48.02,0,77.15,3.19,-122.8102,38.5038,0,2010,3,26
51.94,0,72.36,3.8,-122.8102,38.5038,0,2010,3,27
52.77,0,76.57,3.07,-122.8102,38.5038,0,2010,3,28
54.9,0.01,94.21,7.36,-122.8102,38.5038,0,2010,3,29
49.61,0.01,79.72,7,-122.8102,38.5038,0,2010,3,30
43.71,0.02,89.59,4.95,-122.8102,38.5038,0,2010,3,31
46.17,0,80.26,4.22,-122.8102,38.5038,0,2010,4,1
47.88,0.01,90.66,6.21,-122.8102,38.5038,0,2010,4,2
46.19,0,77.07,2.38,-122.8102,38.5038,0,2010,4,3
44.97,0.03,95.41,4.68,-122.8102,38.5038,0,2010,4,4
44.25,0,85.46,4.11,-122.8102,38.5038,0,2010,4,5
49.06,0,73.63,3.19,-122.8102,38.5038,0,2010,4,6
49.8,0,79.69,3,-122.8102,38.5038,0,2010,4,7
52.41,0,72.29,4.29,-122.8102,38.5038,0,2010,4,8
54.9,0,65.96,5.24,-122.8102,38.5038,0,2010,4,9
50.78,0,78.52,5.83,-122.8102,38.5038,0,2010,4,10
48.49,0.04,90.06,10.58,-122.8102,38.5038,0,2010,4,11
50.11,0.02,87.28,7.98,-122.8102,38.5038,0,2010,4,12
46.42,0,87.2,2.2,-122.8102,38.5038,0,2010,4,13
48.33,0,84.2,4.17,-122.8102,38.5038,0,2010,4,14
51.78,0,74.28,4.48,-122.8102,38.5038,0,2010,4,15
55.2,0,74.21,3.36,-122.8102,38.5038,0,2010,4,16
56.79,0,77.73,3.35,-122.8102,38.5038,0,2010,4,17
52.46,0,81,3.18,-122.8102,38.5038,0,2010,4,18
53.66,0.01,83.86,5.22,-122.8102,38.5038,0,2010,4,19
51.23,0.01,80.67,7.09,-122.8102,38.5038,0,2010,4,20
50.6,0,64.5,10.77,-122.8102,38.5038,0,2010,4,21
54.42,0,70.4,5.16,-122.8102,38.5038,0,2010,4,22
51.96,0,85.03,3.09,-122.8102,38.5038,0,2010,4,23
48.19,0,86.68,1.66,-122.8102,38.5038,0,2010,4,24
60.34,0,66.52,3.44,-122.8102,38.5038,0,2010,4,25
50.76,0,85.46,3.85,-122.8102,38.5038,0,2010,4,26
53.58,0.02,89.54,9.39,-122.8102,38.5038,0,2010,4,27
46.89,0,85.28,4.85,-122.8102,38.5038,0,2010,4,28
51.02,0,64.88,9.24,-122.8102,38.5038,0,2010,4,29
56.39,0,56.12,7.81,-122.8102,38.5038,0,2010,4,30
59.82,0,57.32,12.48,-122.8102,38.5038,0,2010,5,1
63.3,0,49.28,8.36,-122.8102,38.5038,0,2010,5,2
62.9,0,64.76,5.32,-122.8102,38.5038,0,2010,5,3
58.84,0,54.96,5.89,-122.8102,38.5038,0,2010,5,4
57.22,0,42.16,9.4,-122.8102,38.5038,0,2010,5,5
57.82,0,46.16,5.88,-122.8102,38.5038,0,2010,5,6
55.86,0,62.56,5.04,-122.8102,38.5038,0,2010,5,7
55.14,0,71.24,5.2,-122.8102,38.5038,0,2010,5,8
53.02,0,78.37,6.11,-122.8102,38.5038,0,2010,5,9
49.95,0.01,82.23,7.73,-122.8102,38.5038,0,2010,5,10
53.94,0,69.48,2.88,-122.8102,38.5038,0,2010,5,11
56.51,0,76.88,2.92,-122.8102,38.5038,0,2010,5,12
55.07,0,80.23,3.85,-122.8102,38.5038,0,2010,5,13
52.57,0,88.63,4.15,-122.8102,38.5038,0,2010,5,14
53.24,0,87.86,4.56,-122.8102,38.5038,0,2010,5,15
53.14,0,82.52,4.52,-122.8102,38.5038,0,2010,5,16
52.87,0.02,95.94,4.71,-122.8102,38.5038,0,2010,5,17
55.64,0,80.03,2.78,-122.8102,38.5038,0,2010,5,18
52.68,0,92.41,3.08,-122.8102,38.5038,0,2010,5,19
56.5,0,60.28,8.2,-122.8102,38.5038,0,2010,5,20
52.58,0,62.37,8.11,-122.8102,38.5038,0,2010,5,21
50.74,0,62.84,8.32,-122.8102,38.5038,0,2010,5,22
56.3,0,53.04,9.56,-122.8102,38.5038,0,2010,5,23
53.91,0,71.89,4.57,-122.8102,38.5038,0,2010,5,24
53.31,0.01,97.09,5.04,-122.8102,38.5038,0,2010,5,25
52.56,0,83.79,3.35,-122.8102,38.5038,0,2010,5,26
52.1,0.04,86.88,6,-122.8102,38.5038,0,2010,5,27
48.46,0,84.74,1.95,-122.8102,38.5038,0,2010,5,28
63.22,0,61.8,4.56,-122.8102,38.5038,0,2010,5,29
64.58,0,62.52,3.96,-122.8102,38.5038,0,2010,5,30
61.58,0,76.32,5.21,-122.8102,38.5038,0,2010,5,31
62.07,0,72.58,4.92,-122.8102,38.5038,0,2010,6,1
58.36,0,80.85,3.85,-122.8102,38.5038,0,2010,6,2
63.42,0,80.57,3.82,-122.8102,38.5038,0,2010,6,3
63.37,0,89.55,4.32,-122.8102,38.5038,0,2010,6,4
65.57,0,78.5,2.95,-122.8102,38.5038,0,2010,6,5
63.37,0,81.84,3.27,-122.8102,38.5038,0,2010,6,6
61.39,0,79.29,4.83,-122.8102,38.5038,0,2010,6,7
59.39,0,76,5,-122.8102,38.5038,0,2010,6,8
60.96,0,74.76,5.39,-122.8102,38.5038,0,2010,6,9
63.22,0,55.76,13.08,-122.8102,38.5038,0,2010,6,10
70.22,0,44.88,9.08,-122.8102,38.5038,0,2010,6,11
76.37,0,39.5,8.12,-122.8102,38.5038,0,2010,6,12
67.82,0,63.16,4.28,-122.8102,38.5038,0,2010,6,13
63.14,0,69.12,4.68,-122.8102,38.5038,0,2010,6,14
62.42,0,62.12,3.68,-122.8102,38.5038,0,2010,6,15
63.86,0,53,3.6,-122.8102,38.5038,0,2010,6,16
63.46,0,60.2,4.56,-122.8102,38.5038,0,2010,6,17
59.62,0,70,4.6,-122.8102,38.5038,0,2010,6,18
60.1,0,64.52,4.64,-122.8102,38.5038,0,2010,6,19
63.1,0,62.56,2.68,-122.8102,38.5038,0,2010,6,20
65.1,0,63.32,4.16,-122.8102,38.5038,0,2010,6,21
62.86,0,67.64,4.8,-122.8102,38.5038,0,2010,6,22
59.42,0,76.31,4.28,-122.8102,38.5038,0,2010,6,23
57.41,0,79.95,6.66,-122.8102,38.5038,0,2010,6,24
60.55,0,77.33,4.13,-122.8102,38.5038,0,2010,6,25
59.4,0,81.17,2.83,-122.8102,38.5038,0,2010,6,26
71.26,0,59.68,2.92,-122.8102,38.5038,0,2010,6,27
70.14,0,59.88,4.36,-122.8102,38.5038,0,2010,6,28
68.82,0,57.48,4.44,-122.8102,38.5038,0,2010,6,29
64.12,0,59.96,4,-122.8102,38.5038,0,2010,6,30
65.86,0,55.16,4.48,-122.8102,38.5038,0,2010,7,1
67.78,0,56.4,3.88,-122.8102,38.5038,0,2010,7,2
68.5,0,58,3.84,-122.8102,38.5038,0,2010,7,3
64.22,0,66.36,5.44,-122.8102,38.5038,0,2010,7,4
58.84,0,77.52,4.76,-122.8102,38.5038,0,2010,7,5
57.81,0,78.39,5.21,-122.8102,38.5038,0,2010,7,6
58.64,0,74.86,5.31,-122.8102,38.5038,0,2010,7,7
59.32,0,76.94,5.09,-122.8102,38.5038,0,2010,7,8
59.35,0,78.39,5.55,-122.8102,38.5038,0,2010,7,9
60.38,0,78.85,5.61,-122.8102,38.5038,0,2010,7,10
59.99,0,80.32,4.88,-122.8102,38.5038,0,2010,7,11
59.82,0,78.53,6.7,-122.8102,38.5038,0,2010,7,12
62.16,0,74.97,4.52,-122.8102,38.5038,0,2010,7,13
63.92,0,69.45,3.32,-122.8102,38.5038,0,2010,7,14
68.18,0,63.8,4.48,-122.8102,38.5038,0,2010,7,15
62.31,0,76.61,5.55,-122.8102,38.5038,0,2010,7,16
61.39,0,77.63,4.63,-122.8102,38.5038,0,2010,7,17
61.38,0,78.74,3.76,-122.8102,38.5038,0,2010,7,18
61.16,0,71.86,4.32,-122.8102,38.5038,0,2010,7,19
56.85,0,80.48,3.86,-122.8102,38.5038,0,2010,7,20
58.32,0,76,4.91,-122.8102,38.5038,0,2010,7,21
57.38,0,79.67,4.67,-122.8102,38.5038,0,2010,7,22
60.45,0,74.9,4.77,-122.8102,38.5038,0,2010,7,23
60.92,0,74.5,4.97,-122.8102,38.5038,0,2010,7,24
58.99,0,76.97,5.32,-122.8102,38.5038,0,2010,7,25
57.72,0,78.43,5.47,-122.8102,38.5038,0,2010,7,26
57.99,0,76.71,4.54,-122.8102,38.5038,0,2010,7,27
58.99,0,74.1,4.61,-122.8102,38.5038,0,2010,7,28
59.41,0,77.77,4.42,-122.8102,38.5038,0,2010,7,29
59.34,0,80.29,4.53,-122.8102,38.5038,0,2010,7,30
58.59,0,81.51,2.66,-122.8102,38.5038,0,2010,7,31
57.69,0,83.22,4,-122.8102,38.5038,0,2010,8,1
57.61,0,81.08,3.89,-122.8102,38.5038,0,2010,8,2
59.37,0,81.26,3.74,-122.8102,38.5038,0,2010,8,3
59.02,0,78.53,5.57,-122.8102,38.5038,0,2010,8,4
58.17,0,77.73,5.18,-122.8102,38.5038,0,2010,8,5
58.52,0,79.2,5.13,-122.8102,38.5038,0,2010,8,6
58.44,0,80.12,3.73,-122.8102,38.5038,0,2010,8,7
58.23,0,84.1,3.21,-122.8102,38.5038,0,2010,8,8
59.09,0,80.43,5.07,-122.8102,38.5038,0,2010,8,9
56.88,0,80.84,5.81,-122.8102,38.5038,0,2010,8,10
58.2,0,79.82,4.67,-122.8102,38.5038,0,2010,8,11
59.75,0,78.91,3.79,-122.8102,38.5038,0,2010,8,12
56.9,0,79.91,5.71,-122.8102,38.5038,0,2010,8,13
59.39,0,76.47,3.59,-122.8102,38.5038,0,2010,8,14
60.39,0,78.88,4.03,-122.8102,38.5038,0,2010,8,15
57.77,0,84.07,3.74,-122.8102,38.5038,0,2010,8,16
59.37,0,79.76,3.5,-122.8102,38.5038,0,2010,8,17
58.31,0,84.35,3.22,-122.8102,38.5038,0,2010,8,18
59.29,0,83.09,3.3,-122.8102,38.5038,0,2010,8,19
55.9,0,85.16,5.44,-122.8102,38.5038,0,2010,8,20
58.32,0,74.93,3.9,-122.8102,38.5038,0,2010,8,21
59.26,0,76.14,1.8,-122.8102,38.5038,0,2010,8,22
73.46,0,48.88,3.2,-122.8102,38.5038,0,2010,8,23
79.22,0,43,3,-122.8102,38.5038,0,2010,8,24
73.06,0,56.74,5.85,-122.8102,38.5038,0,2010,8,25
60.85,0,79.28,5.69,-122.8102,38.5038,0,2010,8,26
55.11,0,83.28,2.2,-122.8102,38.5038,0,2010,8,27
59.76,0,67.67,6.63,-122.8102,38.5038,0,2010,8,28
59.28,0,70.03,3.81,-122.8102,38.5038,0,2010,8,29
60.95,0,70.85,4,-122.8102,38.5038,0,2010,8,30
59.92,0,80.15,1.66,-122.8102,38.5038,0,2010,8,31
72.46,0,52.56,3,-122.8102,38.5038,0,2010,9,1
71.9,0,56.72,3.84,-122.8102,38.5038,0,2010,9,2
62.8,0,71.67,4,-122.8102,38.5038,0,2010,9,3
60.19,0,77.27,3,-122.8102,38.5038,0,2010,9,4
57.23,0,74.86,1.43,-122.8102,38.5038,0,2010,9,5
68.98,0,51.64,3,-122.8102,38.5038,0,2010,9,6
64.86,0,62.72,5.08,-122.8102,38.5038,0,2010,9,7
62.3,0,67.72,7.36,-122.8102,38.5038,0,2010,9,8
56.78,0,76.71,2,-122.8102,38.5038,0,2010,9,9
63.9,0,61.56,2.88,-122.8102,38.5038,0,2010,9,10
65.66,0,56.12,2.48,-122.8102,38.5038,0,2010,9,11
56.24,0,80.39,5.5,-122.8102,38.5038,0,2010,9,12
57.15,0,80.4,3.27,-122.8102,38.5038,0,2010,9,13
56.31,0,82.47,2.37,-122.8102,38.5038,0,2010,9,14
57.15,0,83.32,3.32,-122.8102,38.5038,0,2010,9,15
59.06,0,81.41,1.83,-122.8102,38.5038,0,2010,9,16
63.14,0,86.35,2.6,-122.8102,38.5038,0,2010,9,17
64.59,0,80.15,3.1,-122.8102,38.5038,0,2010,9,18
61.73,0,94.02,3.05,-122.8102,38.5038,0,2010,9,19
62.28,0,80,1.65,-122.8102,38.5038,0,2010,9,20
55.5,0,80.9,1.95,-122.8102,38.5038,0,2010,9,21
58.62,0,70.28,3.28,-122.8102,38.5038,0,2010,9,22
53.17,0,81.15,1.98,-122.8102,38.5038,0,2010,9,23
66.38,0,59.08,2.76,-122.8102,38.5038,0,2010,9,24
70.46,0,54.12,2.88,-122.8102,38.5038,0,2010,9,25
68.82,0,58.12,1.6,-122.8102,38.5038,0,2010,9,26
72.94,0,51.8,1.72,-122.8102,38.5038,0,2010,9,27
73.54,0,46.16,2.16,-122.8102,38.5038,0,2010,9,28
65.47,0,63.76,3.24,-122.8102,38.5038,0,2010,9,29
58.61,0,81.76,3.64,-122.8102,38.5038,0,2010,9,30
60.52,0,80.73,3.2,-122.8102,38.5038,0,2010,10,1
56.8,0,89.07,2.19,-122.8102,38.5038,0,2010,10,2
57.42,0,83.19,4.57,-122.8102,38.5038,0,2010,10,3
58.86,0,71.72,3.88,-122.8102,38.5038,0,2010,10,4
60.34,0,63.88,3.76,-122.8102,38.5038,0,2010,10,5
59.25,0,72.58,4.27,-122.8102,38.5038,0,2010,10,6
57.73,0,76.87,2.81,-122.8102,38.5038,0,2010,10,7
54.81,0,76.07,1.76,-122.8102,38.5038,0,2010,10,8
61.54,0,68.28,1.96,-122.8102,38.5038,0,2010,10,9
68.38,0,62.72,3.68,-122.8102,38.5038,0,2010,10,10
73.06,0,44.76,7.16,-122.8102,38.5038,0,2010,10,11
68.54,0,40.2,4.28,-122.8102,38.5038,0,2010,10,12
67.94,0,44.68,2.6,-122.8102,38.5038,0,2010,10,13
69.7,0,50.28,1.96,-122.8102,38.5038,0,2010,10,14
62.42,0,66.16,3.36,-122.8102,38.5038,0,2010,10,15
52.46,0,88.79,2.58,-122.8102,38.5038,0,2010,10,16
51.72,0.01,92.11,2.35,-122.8102,38.5038,0,2010,10,17
54.23,0,88.42,2.26,-122.8102,38.5038,0,2010,10,18
53.74,0,87.42,2.82,-122.8102,38.5038,0,2010,10,19
52.06,0,89.7,2.51,-122.8102,38.5038,0,2010,10,20
57.18,0,83.38,1.78,-122.8102,38.5038,0,2010,10,21
55.43,0.01,94.92,1.83,-122.8102,38.5038,0,2010,10,22
55.65,0.07,95.95,4.55,-122.8102,38.5038,0,2010,10,23
60.45,0.07,92.43,7.55,-122.8102,38.5038,0,2010,10,24
52.82,0,85.98,2.51,-122.8102,38.5038,0,2010,10,25
54.56,0,65.23,6.38,-122.8102,38.5038,0,2010,10,26
51.98,0,73.12,2.76,-122.8102,38.5038,0,2010,10,27
56.18,0.01,74.84,3.84,-122.8102,38.5038,0,2010,10,28
54.46,0.02,93.24,2.87,-122.8102,38.5038,0,2010,10,29
54.84,0,92.83,1.23,-122.8102,38.5038,0,2010,10,30
55.63,0,89.06,0.58,-122.8102,38.5038,0,2010,10,31
53.27,0,87.79,2.38,-122.8102,38.5038,0,2010,11,1
53.21,0,88.18,1.12,-122.8102,38.5038,0,2010,11,2
55.64,0,89.16,1.61,-122.8102,38.5038,0,2010,11,3
58.39,0,88.7,1.7,-122.8102,38.5038,0,2010,11,4
55.03,0,93.24,2.47,-122.8102,38.5038,0,2010,11,5
58.4,0,86.02,4.86,-122.8102,38.5038,0,2010,11,6
56.79,0.05,88.61,6.65,-122.8102,38.5038,0,2010,11,7
50.02,0,74.29,3.93,-122.8102,38.5038,0,2010,11,8
50.21,0,88.37,2.73,-122.8102,38.5038,0,2010,11,9
50.8,0,85.05,4.47,-122.8102,38.5038,0,2010,11,10
52.9,0,68.04,4.56,-122.8102,38.5038,0,2010,11,11
48.27,0,81.47,1.47,-122.8102,38.5038,0,2010,11,12
59.37,0,63,6.46,-122.8102,38.5038,0,2010,11,13
67.54,0,58.16,7,-122.8102,38.5038,0,2010,11,14
65.22,0,64.72,5.64,-122.8102,38.5038,0,2010,11,15
57.1,0,72.56,4.96,-122.8102,38.5038,0,2010,11,16
48.62,0,83.82,1.66,-122.8102,38.5038,0,2010,11,17
47.94,0,89.23,2.16,-122.8102,38.5038,0,2010,11,18
50.39,0,86.88,0.98,-122.8102,38.5038,0,2010,11,19
45.86,0.02,91.39,4,-122.8102,38.5038,0,2010,11,20
46.29,0,83.21,2.27,-122.8102,38.5038,0,2010,11,21
48.36,0,89.35,2.91,-122.8102,38.5038,0,2010,11,22
48.92,0,68.86,8.97,-122.8102,38.5038,0,2010,11,23
41.3,0,63.04,3.24,-122.8102,38.5038,0,2010,11,24
40.86,0,74.72,1.2,-122.8102,38.5038,0,2010,11,25
41.78,0,77.96,1.2,-122.8102,38.5038,0,2010,11,26
43.92,0.03,92.46,3.1,-122.8102,38.5038,0,2010,11,27
40.87,0,80,2.85,-122.8102,38.5038,0,2010,11,28
41.98,0,75.36,3.72,-122.8102,38.5038,0,2010,11,29
41.84,0,84.57,1.4,-122.8102,38.5038,0,2010,11,30
39.14,0,86.35,0.43,-122.8102,38.5038,0,2010,12,1
48.9,0.01,85.42,1.04,-122.8102,38.5038,0,2010,12,2
49.57,0,93.64,1.21,-122.8102,38.5038,0,2010,12,3
49.25,0,93.48,1.22,-122.8102,38.5038,0,2010,12,4
52.19,0.03,93.95,3.45,-122.8102,38.5038,0,2010,12,5
53.9,0.02,87.7,6.76,-122.8102,38.5038,0,2010,12,6
47.04,0,92.42,1.68,-122.8102,38.5038,0,2010,12,7
51.98,0.03,95.71,0.75,-122.8102,38.5038,0,2010,12,8
54.92,0,94.88,0.33,-122.8102,38.5038,0,2010,12,9
56.55,0,94.24,0.51,-122.8102,38.5038,0,2010,12,10
55.38,0,94.29,0.62,-122.8102,38.5038,0,2010,12,11
54.97,0,95,2.02,-122.8102,38.5038,0,2010,12,12
55.78,0,91.26,1.9,-122.8102,38.5038,0,2010,12,13
53.32,0.01,94.07,3.28,-122.8102,38.5038,0,2010,12,14
43.17,0,90.2,2.08,-122.8102,38.5038,0,2010,12,15
40.52,0,86,3.47,-122.8102,38.5038,0,2010,12,16
48.65,0.04,91.72,4.77,-122.8102,38.5038,0,2010,12,17
53.59,0.02,92.33,4.07,-122.8102,38.5038,0,2010,12,18
51.55,0.03,89.42,7.58,-122.8102,38.5038,0,2010,12,19
47.75,0.02,89.14,5.27,-122.8102,38.5038,0,2010,12,20
50.55,0.02,82.94,7.03,-122.8102,38.5038,0,2010,12,21
49.37,0.01,91.18,2.29,-122.8102,38.5038,0,2010,12,22
40.46,0,93.97,0.32,-122.8102,38.5038,0,2010,12,23
40.85,0,92.78,1.3,-122.8102,38.5038,0,2010,12,24
46.11,0.02,95.02,2.93,-122.8102,38.5038,0,2010,12,25
46.73,0.02,94.22,2,-122.8102,38.5038,0,2010,12,26
48.58,0,91.29,3.34,-122.8102,38.5038,0,2010,12,27
50.78,0.06,93.56,5.58,-122.8102,38.5038,0,2010,12,28
48.31,0,71.76,10.65,-122.8102,38.5038,0,2010,12,29
42.02,0,72.32,4.52,-122.8102,38.5038,0,2010,12,30
36.93,0,88.98,1.24,-122.8102,38.5038,0,2010,12,31
43.4,0,87.06,3.76,-122.8102,38.5038,0,2011,1,1
46.8,0,82.25,4.88,-122.8102,38.5038,0,2011,1,2
41.49,0,91.33,2.81,-122.8102,38.5038,0,2011,1,3
38.03,0,92.17,1.28,-122.8102,38.5038,0,2011,1,4
37.84,0,89.55,2.17,-122.8102,38.5038,0,2011,1,5
35.14,0,94.78,1.25,-122.8102,38.5038,0,2011,1,6
38.95,0,95.54,0.74,-122.8102,38.5038,0,2011,1,7
40.75,0,93.72,0.84,-122.8102,38.5038,0,2011,1,8
37.28,0,91.58,1.31,-122.8102,38.5038,0,2011,1,9
33.64,0,86.3,1,-122.8102,38.5038,0,2011,1,10
44.46,0,77.76,3.36,-122.8102,38.5038,0,2011,1,11
48.72,0,84.27,0.77,-122.8102,38.5038,0,2011,1,12
51.2,0.01,94.96,0.18,-122.8102,38.5038,0,2011,1,13
50.01,0,94.22,0.98,-122.8102,38.5038,0,2011,1,14
47.74,0,91.65,0.82,-122.8102,38.5038,0,2011,1,15
48.27,0,95.31,1.47,-122.8102,38.5038,0,2011,1,16
50.14,0,95.46,1.4,-122.8102,38.5038,0,2011,1,17
49.44,0,88.97,0.55,-122.8102,38.5038,0,2011,1,18
56.26,0,66.84,8.16,-122.8102,38.5038,0,2011,1,19
49.02,0,74.08,3.24,-122.8102,38.5038,0,2011,1,20
44.45,0,85.36,1.13,-122.8102,38.5038,0,2011,1,21
45.3,0,83.66,1.73,-122.8102,38.5038,0,2011,1,22
48.5,0,71,1.08,-122.8102,38.5038,0,2011,1,23
44.36,0,84.17,1.61,-122.8102,38.5038,0,2011,1,24
44.62,0,89.47,0.92,-122.8102,38.5038,0,2011,1,25
43.55,0,91.49,1.49,-122.8102,38.5038,0,2011,1,26
40.84,0,91.2,0.68,-122.8102,38.5038,0,2011,1,27
41.27,0,93.36,2.69,-122.8102,38.5038,0,2011,1,28
49.17,0.01,92.97,1.81,-122.8102,38.5038,0,2011,1,29
49.97,0.02,83.47,6.42,-122.8102,38.5038,0,2011,1,30
41.84,0,92.2,0.7,-122.8102,38.5038,0,2011,1,31
48.87,0,66.66,4.94,-122.8102,38.5038,0,2011,2,1
52.66,0,39.84,5.04,-122.8102,38.5038,0,2011,2,2
45.58,0,74.72,0.8,-122.8102,38.5038,0,2011,2,3
41.71,0,90.65,0.21,-122.8102,38.5038,0,2011,2,4
55.34,0,73,3.94,-122.8102,38.5038,0,2011,2,5
62.3,0,56.88,6.44,-122.8102,38.5038,0,2011,2,6
56.18,0,59.92,6.81,-122.8102,38.5038,0,2011,2,7
49.95,0,51.62,10.62,-122.8102,38.5038,0,2011,2,8
47.86,0,53.16,3.44,-122.8102,38.5038,0,2011,2,9
46.56,0,64,2.54,-122.8102,38.5038,0,2011,2,10
48.02,0,71.52,1.04,-122.8102,38.5038,0,2011,2,11
44.04,0,83.56,2.15,-122.8102,38.5038,0,2011,2,12
