DailyAvgDr,DailyAvgPr,DailyAvgRe,DailyAvgHo,LongLat_X,LongLat_Y,FireEvent,Year,Month,Day
61.33,0,77.56,2.37,-122.8102,38.5038,0,2013,6,7
65.65,0,68.78,6.26,-122.8102,38.5038,0,2013,6,8
59.25,0,79.37,5.9,-122.8102,38.5038,0,2013,6,9
57.42,0,88.12,4.1,-122.8102,38.5038,0,2013,6,10
62.64,0,72.9,2.55,-122.8102,38.5038,0,2013,6,11
59.63,0,62.56,4.81,-122.8102,38.5038,0,2013,6,12
66.06,0,47.8,6.6,-122.8102,38.5038,0,2013,6,13
66.86,0,52.64,6.52,-122.8102,38.5038,0,2013,6,14
61.02,0,67.36,4.96,-122.8102,38.5038,0,2013,6,15
66.38,0,56.36,5.28,-122.8102,38.5038,0,2013,6,16
64.98,0,61.56,6.24,-122.8102,38.5038,0,2013,6,17
62.56,0,58.69,9.27,-122.8102,38.5038,0,2013,6,18
64.7,0,50.56,8.04,-122.8102,38.5038,0,2013,6,19
66.98,0,48.54,6.04,-122.8102,38.5038,0,2013,6,20
67.58,0,51.52,3.32,-122.8102,38.5038,0,2013,6,21
71.38,0,47.6,5.76,-122.8102,38.5038,0,2013,6,22
63.77,0,76.31,7.67,-122.8102,38.5038,0,2013,6,23
59.1,0.01,90.36,3.36,-122.8102,38.5038,0,2013,6,24
61.59,0.03,95.29,4.14,-122.8102,38.5038,0,2013,6,25
64.91,0,89.77,1.98,-122.8102,38.5038,0,2013,6,26
66.28,0,82.33,2.31,-122.8102,38.5038,0,2013,6,27
77.98,0,58.76,3.92,-122.8102,38.5038,0,2013,6,28
78.86,0,56.44,3.76,-122.8102,38.5038,0,2013,6,29
72.74,0,61.31,4.65,-122.8102,38.5038,0,2013,6,30
72.86,0,62.8,4.16,-122.8102,38.5038,0,2013,7,1
68.76,0,68.33,6,-122.8102,38.5038,0,2013,7,2
69.33,0,68.08,4.35,-122.8102,38.5038,0,2013,7,3
78.52,0,47.96,8.85,-122.8102,38.5038,0,2013,7,4
65.38,0,62.76,5.56,-122.8102,38.5038,0,2013,7,5
60.21,0,77.06,5.03,-122.8102,38.5038,0,2013,7,6
59.95,0,78.14,5.48,-122.8102,38.5038,0,2013,7,7
59.52,0,79.28,4.81,-122.8102,38.5038,0,2013,7,8
61.48,0,78.5,3.74,-122.8102,38.5038,0,2013,7,9
57.58,0,80.54,5.86,-122.8102,38.5038,0,2013,7,10
57.29,0,79.73,5.61,-122.8102,38.5038,0,2013,7,11
59.95,0,75.52,4.17,-122.8102,38.5038,0,2013,7,12
56.18,0,81.28,3.65,-122.8102,38.5038,0,2013,7,13
57.84,0,82.23,4.41,-122.8102,38.5038,0,2013,7,14
56.41,0,81.97,5.94,-122.8102,38.5038,0,2013,7,15
58.41,0,81.19,4.65,-122.8102,38.5038,0,2013,7,16
57.88,0,84.63,3.07,-122.8102,38.5038,0,2013,7,17
60.15,0,82.03,4.16,-122.8102,38.5038,0,2013,7,18
59.59,0,81.03,3.65,-122.8102,38.5038,0,2013,7,19
57.92,0,84.51,3.16,-122.8102,38.5038,0,2013,7,20
60.45,0,75.43,4.79,-122.8102,38.5038,0,2013,7,21
62.64,0,73.41,3.66,-122.8102,38.5038,0,2013,7,22
65.66,0,69.8,5.68,-122.8102,38.5038,0,2013,7,23
62.77,0,77.34,5.22,-122.8102,38.5038,0,2013,7,24
59.53,0,80.06,6.66,-122.8102,38.5038,0,2013,7,25
59.55,0,78.26,6.21,-122.8102,38.5038,0,2013,7,26
58.95,0,80.74,5.87,-122.8102,38.5038,0,2013,7,27
57.74,0,81.79,6.1,-122.8102,38.5038,0,2013,7,28
58.18,0,80.28,4.53,-122.8102,38.5038,0,2013,7,29
57.89,0,82.9,4.45,-122.8102,38.5038,0,2013,7,30
60.38,0,77.38,3.72,-122.8102,38.5038,0,2013,7,31
58.25,0,74.71,2.88,-122.8102,38.5038,0,2013,8,1
62.75,0,66.65,4.92,-122.8102,38.5038,0,2013,8,2
56.28,0,84.85,4.15,-122.8102,38.5038,0,2013,8,3
57.92,0,80.23,5.87,-122.8102,38.5038,0,2013,8,4
57.58,0,80.62,4.19,-122.8102,38.5038,0,2013,8,5
59.31,0,76.65,4.35,-122.8102,38.5038,0,2013,8,6
59.99,0,79.83,3.57,-122.8102,38.5038,0,2013,8,7
58.25,0,84.31,3.67,-122.8102,38.5038,0,2013,8,8
59.42,0,80,4.8,-122.8102,38.5038,0,2013,8,9
61.64,0,78.24,4.34,-122.8102,38.5038,0,2013,8,10
57.9,0,89.43,4.37,-122.8102,38.5038,0,2013,8,11
58.45,0,83.83,3.1,-122.8102,38.5038,0,2013,8,12
63.89,0,73.13,3.52,-122.8102,38.5038,0,2013,8,13
67.82,0,64.24,4.08,-122.8102,38.5038,0,2013,8,14
66.31,0,76.77,3.39,-122.8102,38.5038,0,2013,8,15
63.94,0,82.54,2.76,-122.8102,38.5038,0,2013,8,16
68.9,0,65.68,4.04,-122.8102,38.5038,0,2013,8,17
71.78,0,61.68,3.64,-122.8102,38.5038,0,2013,8,18
67.28,0,69.96,4.59,-122.8102,38.5038,0,2013,8,19
63.82,0,78.53,4.8,-122.8102,38.5038,0,2013,8,20
62.25,0,74.93,5.1,-122.8102,38.5038,0,2013,8,21
61.02,0,77.09,3.88,-122.8102,38.5038,0,2013,8,22
63.02,0,73.33,3.77,-122.8102,38.5038,0,2013,8,23
62.49,0,75.91,5.06,-122.8102,38.5038,0,2013,8,24
65.25,0,77.32,4.74,-122.8102,38.5038,0,2013,8,25
63.87,0,78.15,2.24,-122.8102,38.5038,0,2013,8,26
66.46,0,66.2,3.92,-122.8102,38.5038,0,2013,8,27
63.12,0,84.36,4,-122.8102,38.5038,0,2013,8,28
68.05,0,76.58,2.52,-122.8102,38.5038,0,2013,8,29
66.28,0,76.08,1.82,-122.8102,38.5038,0,2013,8,30
64.04,0,74.03,4.76,-122.8102,38.5038,0,2013,8,31
61.8,0,81.46,2.34,-122.8102,38.5038,0,2013,9,1
67.22,0,74.04,4.44,-122.8102,38.5038,0,2013,9,2
60.18,0,82.07,2.16,-122.8102,38.5038,0,2013,9,3
61.23,0,78.24,2.02,-122.8102,38.5038,0,2013,9,4
68.1,0,59,4.76,-122.8102,38.5038,0,2013,9,5
70.98,0,51.72,3.48,-122.8102,38.5038,0,2013,9,6
71.46,0,50.88,3.56,-122.8102,38.5038,0,2013,9,7
62.07,0,75.88,3.03,-122.8102,38.5038,0,2013,9,8
63.04,0,73.04,4.81,-122.8102,38.5038,0,2013,9,9
61.99,0,86.18,4.47,-122.8102,38.5038,0,2013,9,10
63.78,0,83.33,2.88,-122.8102,38.5038,0,2013,9,11
63.96,0,80.44,4.5,-122.8102,38.5038,0,2013,9,12
59.3,0,87.09,2.52,-122.8102,38.5038,0,2013,9,13
60.61,0,80.31,3.28,-122.8102,38.5038,0,2013,9,14
59.38,0,85.51,3.1,-122.8102,38.5038,0,2013,9,15
60.99,0,83.02,1.98,-122.8102,38.5038,0,2013,9,16
65.64,0,59.58,10.35,-122.8102,38.5038,0,2013,9,17
68.1,0,48.8,6.52,-122.8102,38.5038,0,2013,9,18
63.46,0,60.28,3.32,-122.8102,38.5038,0,2013,9,19
57.64,0.01,85.33,4.39,-122.8102,38.5038,0,2013,9,20
62.27,0.01,82.65,5.98,-122.8102,38.5038,0,2013,9,21
56.53,0,77.95,2.68,-122.8102,38.5038,0,2013,9,22
65.1,0,70.6,2.72,-122.8102,38.5038,0,2013,9,23
64.14,0,62.52,8.24,-122.8102,38.5038,0,2013,9,24
60.86,0,54.64,10.32,-122.8102,38.5038,0,2013,9,25
62.34,0,46.28,7.88,-122.8102,38.5038,0,2013,9,26
61.26,0,52.36,5.08,-122.8102,38.5038,0,2013,9,27
61.06,0,61.56,3.48,-122.8102,38.5038,0,2013,9,28
61.9,0,87.49,5.09,-122.8102,38.5038,0,2013,9,29
63.23,0,88.71,4.2,-122.8102,38.5038,0,2013,9,30
58.09,0,68.03,4.24,-122.8102,38.5038,0,2013,10,1
62.18,0,53.88,7.72,-122.8102,38.5038,0,2013,10,2
66.39,0,29.48,15.74,-122.8102,38.5038,0,2013,10,3
69.98,0,20.42,11.38,-122.8102,38.5038,1,2013,10,4
62.18,0,39.88,2.6,-122.8102,38.5038,1,2013,10,5
61.62,0,42.48,2.72,-122.8102,38.5038,0,2013,10,6
61.1,0,49.04,3.12,-122.8102,38.5038,0,2013,10,7
59.34,0,56.84,4.24,-122.8102,38.5038,0,2013,10,8
61.3,0,48.4,6.08,-122.8102,38.5038,0,2013,10,9
54.43,0,71.84,3.65,-122.8102,38.5038,0,2013,10,10
49.46,0,87.8,1.93,-122.8102,38.5038,0,2013,10,11
51.29,0,80.46,2.84,-122.8102,38.5038,0,2013,10,12
56.54,0,63.24,2.56,-122.8102,38.5038,0,2013,10,13
57.38,0,56.8,2.2,-122.8102,38.5038,0,2013,10,14
58.02,0,49.56,2.16,-122.8102,38.5038,0,2013,10,15
57.9,0,47.08,2.72,-122.8102,38.5038,0,2013,10,16
58.58,0,50.48,2.36,-122.8102,38.5038,0,2013,10,17
54.45,0,65.38,2.31,-122.8102,38.5038,0,2013,10,18
54.11,0,68.61,2,-122.8102,38.5038,0,2013,10,19
47.02,0,86.63,2.08,-122.8102,38.5038,0,2013,10,20
50.99,0,86.9,2.46,-122.8102,38.5038,0,2013,10,21
51.21,0,87.63,2.46,-122.8102,38.5038,0,2013,10,22
50.32,0,88.74,2.58,-122.8102,38.5038,0,2013,10,23
50.07,0,87.44,2.85,-122.8102,38.5038,0,2013,10,24
46.67,0,86.52,1.26,-122.8102,38.5038,0,2013,10,25
49.43,0,80.76,1.82,-122.8102,38.5038,0,2013,10,26
50.76,0,82.8,3.23,-122.8102,38.5038,0,2013,10,27
52.18,0,69.64,3.72,-122.8102,38.5038,0,2013,10,28
49.86,0,79.28,3,-122.8102,38.5038,0,2013,10,29
44.26,0,84.73,1.04,-122.8102,38.5038,0,2013,10,30
53.24,0,68.23,1.88,-122.8102,38.5038,0,2013,10,31
55.78,0,64.6,1.72,-122.8102,38.5038,0,2013,11,1
56.98,0,62.65,7,-122.8102,38.5038,0,2013,11,2
53.5,0,48.28,9.04,-122.8102,38.5038,0,2013,11,3
53.1,0,51.68,6.32,-122.8102,38.5038,0,2013,11,4
57.02,0,50.04,3.48,-122.8102,38.5038,0,2013,11,5
56.38,0,55.76,2.36,-122.8102,38.5038,0,2013,11,6
57.26,0,61.48,2.32,-122.8102,38.5038,0,2013,11,7
50.65,0,78.64,2.3,-122.8102,38.5038,0,2013,11,8
46.67,0,82.97,2,-122.8102,38.5038,0,2013,11,9
46.23,0,90.72,1.93,-122.8102,38.5038,0,2013,11,10
51.15,0,83.76,1.87,-122.8102,38.5038,0,2013,11,11
58.02,0,67.76,1.92,-122.8102,38.5038,0,2013,11,12
52.16,0,81.97,1.66,-122.8102,38.5038,0,2013,11,13
50.59,0,86.91,1.2,-122.8102,38.5038,0,2013,11,14
53.02,0,57.2,3.56,-122.8102,38.5038,0,2013,11,15
50.46,0,71.08,4.68,-122.8102,38.5038,0,2013,11,16
43.61,0,91.47,1.47,-122.8102,38.5038,0,2013,11,17
42.54,0,90.05,2.03,-122.8102,38.5038,0,2013,11,18
53.36,0.02,97.02,1.92,-122.8102,38.5038,0,2013,11,19
55.53,0.02,94.83,3.58,-122.8102,38.5038,0,2013,11,20
55.89,0,54.62,10.31,-122.8102,38.5038,0,2013,11,21
63.54,0,14.52,11.84,-122.8102,38.5038,1,2013,11,22
56.5,0,34.64,6,-122.8102,38.5038,1,2013,11,23
45.82,0,73.24,2.12,-122.8102,38.5038,1,2013,11,24
46.98,0,75.28,1.36,-122.8102,38.5038,1,2013,11,25
47.22,0,77.8,0.96,-122.8102,38.5038,1,2013,11,26
48.66,0,74.96,1.92,-122.8102,38.5038,1,2013,11,27
48.08,0,76.71,1.23,-122.8102,38.5038,0,2013,11,28
49.94,0,74.88,1.96,-122.8102,38.5038,0,2013,11,29
50.78,0,76.69,1.69,-122.8102,38.5038,0,2013,11,30
45.96,0,84.58,1.4,-122.8102,38.5038,0,2013,12,1
45.09,0,87.3,2.66,-122.8102,38.5038,0,2013,12,2
49.65,0,56.04,8.52,-122.8102,38.5038,0,2013,12,3
38.82,0,66.16,3.44,-122.8102,38.5038,0,2013,12,4
35.66,0,69.6,2.84,-122.8102,38.5038,0,2013,12,5
37.99,0.02,84.18,2.89,-122.8102,38.5038,0,2013,12,6
36.94,0,80.84,4.66,-122.8102,38.5038,0,2013,12,7
35.19,0,67.71,3.58,-122.8102,38.5038,0,2013,12,8
34.45,0,70.44,2.72,-122.8102,38.5038,0,2013,12,9
36.3,0,69.68,1.8,-122.8102,38.5038,0,2013,12,10
39.06,0,73.08,2.2,-122.8102,38.5038,0,2013,12,11
35.28,0,80.03,1.37,-122.8102,38.5038,0,2013,12,12
36.43,0,82.61,0.98,-122.8102,38.5038,0,2013,12,13
36.82,0,84.96,1.83,-122.8102,38.5038,0,2013,12,14
43.8,0,68.35,0.75,-122.8102,38.5038,0,2013,12,15
45.39,0,66.83,1.52,-122.8102,38.5038,0,2013,12,16
46.84,0,66.33,1.31,-122.8102,38.5038,0,2013,12,17
46.82,0,78.25,2.84,-122.8102,38.5038,0,2013,12,18
50.57,0,49.36,9.92,-122.8102,38.5038,0,2013,12,19
46.06,0,54,4.4,-122.8102,38.5038,0,2013,12,20
52.66,0,70.12,6.56,-122.8102,38.5038,0,2013,12,21
46.12,0,80.69,2.21,-122.8102,38.5038,0,2013,12,22
41.43,0,85.98,1.79,-122.8102,38.5038,0,2013,12,23
43.11,0,86.22,0.73,-122.8102,38.5038,0,2013,12,24
39.82,0,85.43,2.31,-122.8102,38.5038,0,2013,12,25
44.14,0,71.32,1.36,-122.8102,38.5038,0,2013,12,26
39.88,0,80.76,0.83,-122.8102,38.5038,0,2013,12,27
38.96,0,77.4,1.75,-122.8102,38.5038,0,2013,12,28
43.86,0,63.12,2.48,-122.8102,38.5038,0,2013,12,29
43.18,0,68.4,1.12,-122.8102,38.5038,0,2013,12,30
42.71,0,73.71,0.47,-122.8102,38.5038,0,2013,12,31
38.99,0,82.12,0.8,-122.8102,38.5038,0,2014,1,1
45.82,0,71.28,1.32,-122.8102,38.5038,0,2014,1,2
47.34,0,71.72,1.6,-122.8102,38.5038,0,2014,1,3
41.47,0,81.17,0.94,-122.8102,38.5038,0,2014,1,4
42.14,0,63.48,2.08,-122.8102,38.5038,0,2014,1,5
43.33,0,61.27,1.88,-122.8102,38.5038,0,2014,1,6
44.95,0,75.66,2.38,-122.8102,38.5038,0,2014,1,7
41.99,0,94.22,1.69,-122.8102,38.5038,0,2014,1,8
45.56,0,82.71,3.43,-122.8102,38.5038,0,2014,1,9
46.25,0,83.9,1.57,-122.8102,38.5038,0,2014,1,10
43.04,0,97.97,2.01,-122.8102,38.5038,0,2014,1,11
43.78,0,82.5,4.33,-122.8102,38.5038,0,2014,1,12
48.06,0,70.44,3.64,-122.8102,38.5038,0,2014,1,13
35.8,0,89.06,1.32,-122.8102,38.5038,0,2014,1,14
45.7,0,69.44,1.96,-122.8102,38.5038,0,2014,1,15
42.05,0,73.65,2.09,-122.8102,38.5038,0,2014,1,16
46.3,0,65.84,1.88,-122.8102,38.5038,0,2014,1,17
46.86,0,61.04,2.28,-122.8102,38.5038,0,2014,1,18
45.78,0,63.56,2.04,-122.8102,38.5038,0,2014,1,19
45.22,0,64.52,1.76,-122.8102,38.5038,0,2014,1,20
46.7,0,61.84,1.44,-122.8102,38.5038,0,2014,1,21
47.21,0,64.12,1.68,-122.8102,38.5038,0,2014,1,22
49.14,0,56.68,3.68,-122.8102,38.5038,0,2014,1,23
48.54,0,56.48,2.32,-122.8102,38.5038,0,2014,1,24
53.34,0,51.44,3.64,-122.8102,38.5038,0,2014,1,25
50.31,0,68.06,3.1,-122.8102,38.5038,0,2014,1,26
48.76,0,90.48,2.42,-122.8102,38.5038,0,2014,1,27
55.9,0,86.21,3.48,-122.8102,38.5038,0,2014,1,28
55.22,0,89.38,4.1,-122.8102,38.5038,0,2014,1,29
53.98,0,70.4,4.64,-122.8102,38.5038,0,2014,1,30
50.28,0,57.69,9.15,-122.8102,38.5038,0,2014,1,31
42.61,0,72.19,3.44,-122.8102,38.5038,0,2014,2,1
42.4,0.02,86.79,5.56,-122.8102,38.5038,0,2014,2,2
41.12,0,80.97,3.79,-122.8102,38.5038,0,2014,2,3
42.26,0,75.2,1.88,-122.8102,38.5038,0,2014,2,4
39.16,0.01,87.85,2.29,-122.8102,38.5038,0,2014,2,5
48.04,0.01,92.6,2.53,-122.8102,38.5038,0,2014,2,6
50.14,0.03,97.51,5.82,-122.8102,38.5038,0,2014,2,7
54.66,0.1,96.98,7.65,-122.8102,38.5038,0,2014,2,8
55.77,0.03,97.52,6.33,-122.8102,38.5038,0,2014,2,9
52.13,0,96.86,2.44,-122.8102,38.5038,0,2014,2,10
48.69,0,93.5,2.5,-122.8102,38.5038,0,2014,2,11
50.3,0,94.62,1.83,-122.8102,38.5038,0,2014,2,12
55.48,0,93.23,2.89,-122.8102,38.5038,0,2014,2,13
55.6,0,91.9,3.76,-122.8102,38.5038,0,2014,2,14
54.4,0,95,5.8,-122.8102,38.5038,0,2014,2,15
48.17,0,84.33,2.23,-122.8102,38.5038,0,2014,2,16
46.16,0,80.79,3.59,-122.8102,38.5038,0,2014,2,17
51.26,0,80.4,3.08,-122.8102,38.5038,0,2014,2,18
51.81,0,75.82,4.67,-122.8102,38.5038,0,2014,2,19
53.06,0,65.12,5.28,-122.8102,38.5038,0,2014,2,20
53.18,0,74,2.92,-122.8102,38.5038,0,2014,2,21
49.52,0,84.72,2.78,-122.8102,38.5038,0,2014,2,22
49.92,0,86.77,2.74,-122.8102,38.5038,0,2014,2,23
46.35,0,84.44,1.76,-122.8102,38.5038,0,2014,2,24
48.07,0,87.92,2.92,-122.8102,38.5038,0,2014,2,25
53.75,0.06,94.25,7.19,-122.8102,38.5038,0,2014,2,26
55.99,0,79.1,8.87,-122.8102,38.5038,0,2014,2,27
53.91,0.02,89.79,9.36,-122.8102,38.5038,0,2014,2,28
57.69,0,74.07,9.67,-122.8102,38.5038,0,2014,3,1
53.97,0,93.4,3.38,-122.8102,38.5038,0,2014,3,2
53.75,0.01,93.44,5.66,-122.8102,38.5038,0,2014,3,3
56.74,0,87.19,3.5,-122.8102,38.5038,0,2014,3,4
57.2,0.02,92.75,4.65,-122.8102,38.5038,0,2014,3,5
54.12,0,88.78,4.2,-122.8102,38.5038,0,2014,3,6
53.33,0,78.46,3.85,-122.8102,38.5038,0,2014,3,7
48.93,0,87.1,2.3,-122.8102,38.5038,0,2014,3,8
59.45,0,74.12,3.58,-122.8102,38.5038,0,2014,3,9
57.19,0,69,9.13,-122.8102,38.5038,0,2014,3,10
59.94,0,39.96,9.32,-122.8102,38.5038,0,2014,3,11
62.36,0,29.78,9.85,-122.8102,38.5038,0,2014,3,12
56.34,0,59.82,4.89,-122.8102,38.5038,0,2014,3,13
48.53,0,88.67,1.92,-122.8102,38.5038,0,2014,3,14
58.1,0,72.24,3.72,-122.8102,38.5038,0,2014,3,15
50.44,0,82.12,2.95,-122.8102,38.5038,0,2014,3,16
56.21,0,62.93,6.59,-122.8102,38.5038,0,2014,3,17
54.29,0,58.69,5.08,-122.8102,38.5038,0,2014,3,18
54.98,0,58.08,3.36,-122.8102,38.5038,0,2014,3,19
54.34,0,68.21,3.29,-122.8102,38.5038,0,2014,3,20
48.44,0,87.87,3.29,-122.8102,38.5038,0,2014,3,21
45.99,0,87.89,3.09,-122.8102,38.5038,0,2014,3,22
52.56,0,79.79,3.61,-122.8102,38.5038,0,2014,3,23
48.85,0,81.68,2.54,-122.8102,38.5038,0,2014,3,24
45.54,0,92.65,3.51,-122.8102,38.5038,0,2014,3,25
51.4,0.01,87.88,4.9,-122.8102,38.5038,0,2014,3,26
51.23,0,91.07,2.09,-122.8102,38.5038,0,2014,3,27
55.82,0,87.98,7.87,-122.8102,38.5038,0,2014,3,28
53.96,0.02,91.16,6.57,-122.8102,38.5038,0,2014,3,29
44.76,0,89.8,2.91,-122.8102,38.5038,0,2014,3,30
46.35,0.02,91.23,4.81,-122.8102,38.5038,0,2014,3,31
45.63,0.02,92.23,5.15,-122.8102,38.5038,0,2014,4,1
50.2,0,78.68,4.89,-122.8102,38.5038,0,2014,4,2
48.66,0,86.78,2.84,-122.8102,38.5038,0,2014,4,3
50.86,0.01,90.44,2.74,-122.8102,38.5038,0,2014,4,4
49.37,0,84,2.09,-122.8102,38.5038,0,2014,4,5
61.91,0,68.77,3.42,-122.8102,38.5038,0,2014,4,6
63.38,0,69.16,2.88,-122.8102,38.5038,0,2014,4,7
61.82,0,74.36,3.64,-122.8102,38.5038,0,2014,4,8
52.01,0,91.14,3.74,-122.8102,38.5038,0,2014,4,9
54.42,0,86.08,3.62,-122.8102,38.5038,0,2014,4,10
51.59,0,91.66,5.68,-122.8102,38.5038,0,2014,4,11
53.84,0,80.62,4.26,-122.8102,38.5038,0,2014,4,12
55.99,0,80.97,4.21,-122.8102,38.5038,0,2014,4,13
52.4,0,90.75,3.43,-122.8102,38.5038,0,2014,4,14
55.81,0,83.29,3.32,-122.8102,38.5038,0,2014,4,15
57.95,0,72.45,3.76,-122.8102,38.5038,0,2014,4,16
61.72,0,63.08,6.27,-122.8102,38.5038,0,2014,4,17
57.58,0,71.76,4.8,-122.8102,38.5038,0,2014,4,18
52.52,0,83.03,3.21,-122.8102,38.5038,0,2014,4,19
57.79,0,72.23,3.4,-122.8102,38.5038,0,2014,4,20
56.06,0,66.31,6.14,-122.8102,38.5038,0,2014,4,21
54.64,0,59.93,9.07,-122.8102,38.5038,0,2014,4,22
56.37,0,61.38,6.77,-122.8102,38.5038,0,2014,4,23
57.61,0,78.52,5.74,-122.8102,38.5038,0,2014,4,24
52.39,0,82.27,5.83,-122.8102,38.5038,0,2014,4,25
49.66,0,72.9,6.23,-122.8102,38.5038,0,2014,4,26
53.55,0,83.21,4.03,-122.8102,38.5038,0,2014,4,27
55.56,0,71.08,5.04,-122.8102,38.5038,0,2014,4,28
68.43,0,52.78,5.56,-122.8102,38.5038,0,2014,4,29
69.51,0,51.12,4.31,-122.8102,38.5038,0,2014,4,30
67.98,0,53.72,4.48,-122.8102,38.5038,0,2014,5,1
59.62,0,72.84,5.04,-122.8102,38.5038,0,2014,5,2
57.08,0,75.55,5.79,-122.8102,38.5038,0,2014,5,3
58.5,0,68.12,6.24,-122.8102,38.5038,0,2014,5,4
56.34,0,66.12,5.84,-122.8102,38.5038,0,2014,5,5
60.34,0,54.2,8.84,-122.8102,38.5038,0,2014,5,6
58.34,0,64.04,4.4,-122.8102,38.5038,0,2014,5,7
56.72,0,85.56,6.37,-122.8102,38.5038,0,2014,5,8
57.75,0,74.86,6.16,-122.8102,38.5038,0,2014,5,9
59.58,0,53.2,12.12,-122.8102,38.5038,0,2014,5,10
63.58,0,48.64,7.16,-122.8102,38.5038,0,2014,5,11
66.06,0,49.76,3.68,-122.8102,38.5038,0,2014,5,12
69.78,0,46.84,3.72,-122.8102,38.5038,0,2014,5,13
70.78,0,45.84,3.24,-122.8102,38.5038,0,2014,5,14
67.34,0,48.6,4.64,-122.8102,38.5038,0,2014,5,15
62.74,0,63.28,4.72,-122.8102,38.5038,0,2014,5,16
63.42,0,61.84,4.76,-122.8102,38.5038,0,2014,5,17
63.7,0,53.6,8.48,-122.8102,38.5038,0,2014,5,18
61.1,0,59.69,9.54,-122.8102,38.5038,0,2014,5,19
60.98,0,64.32,5.68,-122.8102,38.5038,0,2014,5,20
56.02,0,81.54,4.76,-122.8102,38.5038,0,2014,5,21
58.63,0,77.58,6.19,-122.8102,38.5038,0,2014,5,22
60.92,0,75.7,3.27,-122.8102,38.5038,0,2014,5,23
66.02,0,62.19,5.85,-122.8102,38.5038,0,2014,5,24
71.91,0,45.38,7.54,-122.8102,38.5038,0,2014,5,25
71.62,0,43.12,8.04,-122.8102,38.5038,0,2014,5,26
65.42,0,48.16,7.72,-122.8102,38.5038,0,2014,5,27
66.9,0,35.64,9.68,-122.8102,38.5038,0,2014,5,28
64.86,0,50.24,7.32,-122.8102,38.5038,0,2014,5,29
52.46,0,83.18,4.34,-122.8102,38.5038,0,2014,5,30
58.76,0,72.39,5.21,-122.8102,38.5038,0,2014,5,31
55.27,0,82.97,3.82,-122.8102,38.5038,0,2014,6,1
54.61,0,82.74,6.56,-122.8102,38.5038,0,2014,6,2
57.7,0,76.04,4.43,-122.8102,38.5038,0,2014,6,3
58.69,0,74.73,5.23,-122.8102,38.5038,0,2014,6,4
56.68,0,82.23,5.87,-122.8102,38.5038,0,2014,6,5
58.86,0,77.28,6.38,-122.8102,38.5038,0,2014,6,6
58.81,0,78.45,3.76,-122.8102,38.5038,0,2014,6,7
71.22,0,58.54,3.92,-122.8102,38.5038,0,2014,6,8
70.02,0,60.92,5.36,-122.8102,38.5038,0,2014,6,9
60.68,0,77.62,6.96,-122.8102,38.5038,0,2014,6,10
58.79,0,78.26,6.9,-122.8102,38.5038,0,2014,6,11
62.05,0,66.59,6.59,-122.8102,38.5038,0,2014,6,12
67.34,0,50.92,5.44,-122.8102,38.5038,0,2014,6,13
64.74,0,57.64,5.96,-122.8102,38.5038,0,2014,6,14
63.42,0,60.56,4.4,-122.8102,38.5038,0,2014,6,15
63.06,0,55.92,6.31,-122.8102,38.5038,0,2014,6,16
66.7,0,41,5.84,-122.8102,38.5038,0,2014,6,17
67.14,0,50.6,5.92,-122.8102,38.5038,0,2014,6,18
62.5,0,64.72,5.16,-122.8102,38.5038,0,2014,6,19
68.75,0,53.35,5.27,-122.8102,38.5038,0,2014,6,20
63.38,0,61.44,6.12,-122.8102,38.5038,0,2014,6,21
61.34,0,66.56,5.64,-122.8102,38.5038,0,2014,6,22
68.36,0,54.67,6.48,-122.8102,38.5038,0,2014,6,23
72.54,0,47.4,8.6,-122.8102,38.5038,0,2014,6,24
64.91,0,71.31,7.38,-122.8102,38.5038,0,2014,6,25
64.68,0,69.15,6.46,-122.8102,38.5038,0,2014,6,26
63.95,0,77.26,6.06,-122.8102,38.5038,0,2014,6,27
68.47,0,61.96,4.67,-122.8102,38.5038,0,2014,6,28
70.9,0,53.96,4.36,-122.8102,38.5038,0,2014,6,29
68.43,0,60.88,6.46,-122.8102,38.5038,0,2014,6,30
60.56,0,77.64,6.68,-122.8102,38.5038,0,2014,7,1
63.6,0,72.61,4.35,-122.8102,38.5038,0,2014,7,2
64.82,0,67.56,4.24,-122.8102,38.5038,0,2014,7,3
61.36,0,73.56,5.48,-122.8102,38.5038,0,2014,7,4
62.84,0,70.96,4.04,-122.8102,38.5038,0,2014,7,5
59.8,0,78.65,3.62,-122.8102,38.5038,0,2014,7,6
62.02,0,75.91,3.24,-122.8102,38.5038,0,2014,7,7
63.28,0,74.81,5.59,-122.8102,38.5038,0,2014,7,8
61.1,0,79.54,4.77,-122.8102,38.5038,0,2014,7,9
60.96,0,81.58,3.7,-122.8102,38.5038,0,2014,7,10
62.68,0,72.69,5.93,-122.8102,38.5038,0,2014,7,11
61.81,0,77.42,4.15,-122.8102,38.5038,0,2014,7,12
65.7,0,71.71,2.97,-122.8102,38.5038,0,2014,7,13
68.58,0,62.32,4.12,-122.8102,38.5038,0,2014,7,14
64.16,0,77.24,5.47,-122.8102,38.5038,0,2014,7,15
63.85,0,78.87,5.5,-122.8102,38.5038,0,2014,7,16
62.42,0,78.25,5.88,-122.8102,38.5038,0,2014,7,17
62.05,0,79,4.59,-122.8102,38.5038,0,2014,7,18
63.16,0,76.75,5.07,-122.8102,38.5038,0,2014,7,19
62.74,0,78.38,5.41,-122.8102,38.5038,0,2014,7,20
